total_calories,output_calories
9.010000228881836,8.74503
4.71999979019165,6.125358
21.0,19.131737
31.34498405456543,21.780724
9.462811470031738,8.1740465
0.0,1.2738651
48.034000396728516,45.406555
11.980703353881836,5.936047
4.949999809265137,4.8481297
48.76639938354492,29.802252
3.7916131019592285,5.249649
2.3399999141693115,2.2267041
3.619499921798706,3.1664932
53.34330368041992,36.52965
26.950000762939453,8.919963
56.515960693359375,46.38085
17.726831436157227,29.398932
4.561613082885742,5.732257
2.496000051498413,3.2451339
3.065999984741211,2.902875
12.88261890411377,21.240244
16.239999771118164,18.920752
33.29499816894531,32.888
2.25893497467041,2.0035996
0.3779999911785126,0.18747939
49.05599594116211,48.063
24.836000442504883,34.05825
0.7200000286102295,1.9541967
36.31489944458008,33.194157
20.45833969116211,16.639324
6.509884834289551,11.170701
7.620060920715332,6.7343445
44.98491287231445,39.301514
3.509999990463257,3.8956022
10.668999671936035,10.529568
33.14680099487305,26.661932
9.0600004196167,22.012882
41.12700271606445,39.7705
30.505001068115234,39.85406
14.785000801086426,17.965273
46.91716766357422,23.689442
32.2400016784668,35.421566
8.539999961853027,8.679792
0.36000001430511475,0.39077923
3.438416004180908,4.0105157
2.378999948501587,2.3186707
2.248366117477417,3.5480983
13.320000648498535,13.5045595
9.92611026763916,13.060555
38.18000030517578,39.652336
9.98799991607666,11.501512
36.819610595703125,41.781986
55.62600326538086,50.566616
56.243797302246094,9.282256
12.821001052856445,11.662686
1.5233639478683472,2.1089134
11.350000381469727,12.053487
15.119999885559082,13.78565
23.760000228881836,19.828108
11.336127281188965,7.9759455
0.32199999690055847,0.46944982
44.75199890136719,22.791542
30.417999267578125,29.411556
20.95504379272461,15.141937
9.01755142211914,8.73388
4.897249221801758,8.669007
46.02174758911133,26.60937
7.215000152587891,7.6511393
27.84000015258789,28.802254
11.85483455657959,12.869506
15.370000839233398,18.353706
41.69162368774414,42.659058
4.2210001945495605,3.652179
60.71818542480469,53.02635
24.84000015258789,26.021599
2.7079999446868896,5.2465606
50.211997985839844,36.06571
19.27387809753418,23.611643
9.630000114440918,9.931458
24.07562255859375,24.00142
3.303999900817871,2.4490137
2.7528159618377686,2.3082142
21.559999465942383,19.587772
0.09799999743700027,0.4437831
9.0600004196167,20.691616
27.450000762939453,26.141333
13.96500015258789,28.146936
8.169000625610352,31.60517
57.95099639892578,52.216244
4.607999801635742,4.1672573
2.880000114440918,3.8425336
0.7490000128746033,1.4414873
4.7220001220703125,3.7028108
3.8499999046325684,7.346809
17.945926666259766,15.222372
45.956912994384766,19.999186
26.577688217163086,15.503498
32.83361053466797,28.129606
15.522831916809082,24.532331
12.389884948730469,15.911076
17.920000076293945,23.781912
8.322057723999023,7.735392
1.6799999475479126,1.932894
4.211999893188477,6.1619773
9.571161270141602,14.558385
6.037907123565674,5.7563305
2.9240000247955322,6.0800695
25.36539077758789,26.199211
31.491592407226562,24.688028
34.58296585083008,26.487131
2.240000009536743,2.782167
27.01300048828125,21.219969
6.380000114440918,12.188333
85.05400085449219,66.55547
14.940000534057617,15.347976
18.611984252929688,18.89511
1.1959999799728394,1.6627026
3.2249999046325684,3.8505774
1.0920000076293945,2.102624
9.313249588012695,10.824124
2.184000015258789,2.1499324
6.199999809265137,6.6117153
4.140735149383545,4.6670794
32.35092544555664,35.976337
0.18000000715255737,0.34424156
49.70000076293945,56.545284
23.611560821533203,26.525688
1.4040000438690186,4.3579397
0.4259999990463257,0.80950534
10.282766342163086,9.998162
24.959999084472656,21.405998
41.00179672241211,40.81245
74.14411926269531,61.39541
17.549999237060547,22.087175
2.9589641094207764,1.7101636
57.06233596801758,38.486122
34.29243469238281,30.38329
2.049999952316284,2.9383807
46.75714874267578,35.577534
60.46099853515625,56.745136
32.77159118652344,22.606659
19.360000610351562,17.045036
13.847000122070312,12.577083
2.4509999752044678,2.0087786
4.409999847412109,4.1196785
23.04552459716797,16.515799
25.675439834594727,24.483944
15.924625396728516,19.539078
29.413997650146484,28.130455
31.00189971923828,33.567223
29.72300148010254,28.423376
36.89099884033203,42.200314
43.3640022277832,36.679844
1.519515037536621,2.0296476
63.24589157104492,35.652256
13.950899124145508,16.607462
3.115999937057495,3.9228506
9.130000114440918,10.474328
33.279998779296875,31.92363
0.25200000405311584,0.51909816
1.1699999570846558,1.2495245
3.8499999046325684,11.367806
23.797000885009766,26.458254
0.7129999995231628,0.71365964
25.091196060180664,25.769773
0.42899999022483826,0.7261349
2.0299999713897705,2.1738544
57.670921325683594,40.0054
1.4839999675750732,0.9903804
12.25,10.610303
29.016000747680664,27.682623
9.052545547485352,11.774478
2.1500000953674316,2.2594013
19.45800018310547,34.296303
9.571250915527344,10.825292
78.29399871826172,63.270107
54.28199768066406,17.270658
49.96253967285156,41.98356
5.52400016784668,6.267313
0.800000011920929,0.8986528
7.760000228881836,6.6312013
11.725000381469727,13.249856
0.3959999978542328,0.35597298
21.46427345275879,22.751436
22.387161254882812,21.882084
13.35822582244873,26.07527
17.02899932861328,16.980503
6.369999885559082,5.4343853
14.960000038146973,14.117358
3.359999895095825,4.592267
14.615490913391113,16.345194
0.3959999978542328,0.3860128
2.700000047683716,3.4028819
11.059765815734863,12.114145
23.677000045776367,27.540094
12.058959007263184,11.1518345
6.1561279296875,1.9131973
61.690982818603516,28.60114
2.5268290042877197,2.9239383
16.700044631958008,7.506342
1.348323941230774,1.7529681
49.24500274658203,46.885822
9.881200790405273,9.440399
28.01924705505371,30.688005
2.743767023086548,1.1872947
65.33332061767578,64.71768
5.880000114440918,8.353125
28.218290328979492,19.089933
