total_calories,output_calories
2.4089999198913574,2.597169
0.47200000286102295,0.57589066
2.0250000953674316,1.7189653
51.432281494140625,44.02391
39.424373626708984,35.196995
51.77000045776367,53.111034
2.490000009536743,2.4493861
18.76304817199707,21.722708
1.781999945640564,1.6913775
23.14687728881836,32.79647
29.742076873779297,23.968409
30.790000915527344,29.799915
1.4535000324249268,3.7122815
83.57794952392578,71.61831
4.510000228881836,3.7409084
21.47231674194336,20.814419
15.081212043762207,21.091152
29.940078735351562,24.083376
0.5759999752044678,0.7008415
14.089000701904297,13.210463
67.20263671875,52.356663
0.3479999899864197,0.34729323
6.640999794006348,5.1942325
0.8203930258750916,0.71101785
9.989999771118164,8.600709
4.519999980926514,4.106127
1.6549999713897705,1.9100115
0.5799999833106995,1.4424486
3.8259999752044678,3.043846
33.685577392578125,38.902912
26.901321411132812,27.8379
38.950523376464844,34.4127
24.155902862548828,31.08939
0.19499999284744263,0.18913122
10.527999877929688,9.882735
31.874937057495117,30.7371
74.73100280761719,45.33903
10.689000129699707,13.337199
60.625,37.879406
54.71799850463867,48.373653
11.43040657043457,17.047142
33.301002502441406,35.83713
0.4269999861717224,0.46148643
0.28999999165534973,0.24993722
2.3679521083831787,2.5110638
0.5490000247955322,0.52224684
1.3649150133132935,1.6790111
0.5180000066757202,0.47969207
42.974815368652344,39.396587
2.7249999046325684,3.4260304
9.855999946594238,11.040604
49.40776062011719,44.314262
14.261000633239746,10.001432
13.121026039123535,22.6403
1.309999942779541,1.2646571
0.9909579753875732,1.5922523
11.200000762939453,11.971534
0.7559999823570251,0.6139717
3.3480000495910645,2.7826588
1.5390000343322754,1.4996125
8.510000228881836,8.306494
5.3979997634887695,4.28735
6.142000198364258,7.2096376
34.30546188354492,44.44847
41.90298843383789,38.67475
24.47298240661621,26.72955
7.035223007202148,19.430134
3.4260001182556152,3.77172
10.4399995803833,10.624937
43.73515701293945,32.81919
2.7669999599456787,3.0244968
47.0066032409668,46.56285
0.5360000133514404,0.46219432
51.18927001953125,42.24696
2.808000087738037,3.642016
35.19300079345703,31.556194
14.58799934387207,20.3959
49.859920501708984,45.609158
0.5350000262260437,0.48108807
5.127490997314453,7.5248833
47.20000076293945,41.753307
0.6301599740982056,0.6031655
0.4620000123977661,0.37343976
2.5899999141693115,3.465077
65.8010025024414,36.953716
1.3589999675750732,1.2641884
2.3369998931884766,3.9725587
